,Zip,Diff from UTC
368,1460,-5
369,1462,-5
370,1463,-5
371,1464,-5
372,1467,-5
373,1468,-5
374,1469,-5
375,1470,-5
376,1471,-5
377,1472,-5
378,1473,-5
379,1474,-5
380,1475,-5
381,1477,-5
382,1501,-5
383,1503,-5
384,1504,-5
385,1505,-5
386,1506,-5
387,1507,-5
388,1508,-5
389,1509,-5
390,1510,-5
391,1515,-5
392,1516,-5
393,1517,-5
394,1518,-5
395,1519,-5
396,1520,-5
397,1521,-5
398,1522,-5
399,1523,-5
400,1524,-5
401,1525,-5
402,1526,-5
403,1527,-5
404,1529,-5
405,1531,-5
406,1532,-5
407,1534,-5
408,1535,-5
409,1536,-5
410,1537,-5
411,1538,-5
412,1540,-5
413,1541,-5
414,1542,-5
415,1543,-5
416,1545,-5
417,1546,-5
418,1550,-5
419,1560,-5
420,1561,-5
421,1562,-5
422,1564,-5
423,1566,-5
424,1568,-5
425,1569,-5
426,1570,-5
427,1571,-5
428,1580,-5
429,1581,-5
430,1582,-5
431,1583,-5
432,1585,-5
433,1586,-5
434,1588,-5
435,1590,-5
436,1601,-5
437,1602,-5
438,1603,-5
439,1604,-5
440,1605,-5
441,1606,-5
442,1607,-5
443,1608,-5
444,1609,-5
445,1610,-5
446,1611,-5
447,1612,-5
448,1613,-5
449,1614,-5
450,1615,-5
451,1653,-5
452,1654,-5
453,1655,-5
454,1701,-5
455,1702,-5
456,1703,-5
457,1704,-5
458,1705,-5
459,1718,-5
460,1719,-5
461,1720,-5
462,1721,-5
463,1730,-5
464,1731,-5
465,1740,-5
466,1741,-5
467,1742,-5
468,1745,-5
469,1746,-5
470,1747,-5
471,1748,-5
472,1749,-5
473,1752,-5
474,1754,-5
475,1756,-5
476,1757,-5
477,1760,-5
478,1770,-5
479,1772,-5
480,1773,-5
481,1775,-5
482,1776,-5
483,1778,-5
484,1784,-5
485,1801,-5
486,1803,-5
487,1805,-5
488,1806,-5
489,1807,-5
490,1808,-5
491,1810,-5
492,1812,-5
493,1813,-5
494,1815,-5
495,1821,-5
496,1822,-5
497,1824,-5
498,1826,-5
499,1827,-5
500,1830,-5
501,1831,-5
502,1832,-5
503,1833,-5
504,1834,-5
505,1835,-5
506,1840,-5
507,1841,-5
508,1842,-5
509,1843,-5
510,1844,-5
511,1845,-5
512,1850,-5
513,1851,-5
514,1852,-5
515,1853,-5
516,1854,-5
517,1860,-5
518,1862,-5
519,1863,-5
520,1864,-5
521,1865,-5
522,1866,-5
523,1867,-5
524,1876,-5
525,1879,-5
526,1880,-5
527,1885,-5
528,1886,-5
529,1887,-5
530,1888,-5
531,1889,-5
532,1890,-5
533,1899,-5
534,1901,-5
535,1902,-5
536,1903,-5
537,1904,-5
538,1905,-5
539,1906,-5
540,1907,-5
541,1908,-5
542,1910,-5
543,1913,-5
544,1915,-5
545,1921,-5
546,1922,-5
547,1923,-5
548,1929,-5
549,1930,-5
550,1931,-5
551,1936,-5
552,1937,-5
553,1938,-5
554,1940,-5
555,1944,-5
556,1945,-5
557,1949,-5
558,1950,-5
559,1951,-5
560,1952,-5
561,1960,-5
562,1961,-5
563,1965,-5
564,1966,-5
565,1969,-5
566,1970,-5
567,1971,-5
568,1982,-5
569,1983,-5
570,1984,-5
571,1985,-5
572,2018,-5
573,2019,-5
574,2020,-5
575,2021,-5
576,2025,-5
577,2026,-5
578,2027,-5
579,2030,-5
580,2031,-5
581,2032,-5
582,2035,-5
583,2038,-5
584,2040,-5
585,2041,-5
586,2043,-5
587,2044,-5
588,2045,-5
589,2047,-5
590,2048,-5
591,2050,-5
592,2051,-5
593,2052,-5
594,2053,-5
595,2054,-5
596,2055,-5
597,2056,-5
598,2059,-5
599,2060,-5
600,2061,-5
601,2062,-5
602,2065,-5
603,2066,-5
604,2067,-5
605,2070,-5
606,2071,-5
607,2072,-5
608,2081,-5
609,2090,-5
610,2093,-5
611,2108,-5
612,2109,-5
613,2110,-5
614,2111,-5
615,2112,-5
616,2113,-5
617,2114,-5
618,2115,-5
619,2116,-5
620,2117,-5
621,2118,-5
622,2119,-5
623,2120,-5
624,2121,-5
625,2122,-5
626,2123,-5
627,2124,-5
628,2125,-5
629,2126,-5
630,2127,-5
631,2128,-5
632,2129,-5
633,2130,-5
634,2131,-5
635,2132,-5
636,2133,-5
637,2134,-5
638,2135,-5
639,2136,-5
640,2137,-5
641,2138,-5
642,2139,-5
643,2140,-5
644,2141,-5
645,2142,-5
646,2143,-5
647,2144,-5
648,2145,-5
649,2148,-5
650,2149,-5
651,2150,-5
652,2151,-5
653,2152,-5
654,2153,-5
655,2155,-5
656,2156,-5
657,2163,-5
658,2169,-5
659,2170,-5
660,2171,-5
661,2176,-5
662,2180,-5
663,2184,-5
664,2185,-5
665,2186,-5
666,2187,-5
667,2188,-5
668,2189,-5
669,2190,-5
670,2191,-5
671,2196,-5
672,2199,-5
673,2201,-5
674,2203,-5
675,2204,-5
676,2205,-5
677,2206,-5
678,2207,-5
679,2210,-5
680,2211,-5
681,2212,-5
682,2215,-5
683,2216,-5
684,2217,-5
685,2222,-5
686,2228,-5
687,2238,-5
688,2239,-5
689,2241,-5
690,2266,-5
691,2269,-5
692,2283,-5
693,2284,-5
694,2293,-5
695,2295,-5
696,2297,-5
697,2298,-5
698,2301,-5
699,2302,-5
700,2303,-5
701,2304,-5
702,2305,-5
703,2322,-5
704,2324,-5
705,2325,-5
706,2327,-5
707,2330,-5
708,2331,-5
709,2332,-5
710,2333,-5
711,2334,-5
712,2337,-5
713,2338,-5
714,2339,-5
715,2340,-5
716,2341,-5
717,2343,-5
718,2344,-5
719,2345,-5
720,2346,-5
721,2347,-5
722,2348,-5
723,2349,-5
724,2350,-5
725,2351,-5
726,2355,-5
727,2356,-5
728,2357,-5
729,2358,-5
730,2359,-5
731,2360,-5
732,2361,-5
733,2362,-5
734,2364,-5
735,2366,-5
736,2367,-5
737,2368,-5
738,2370,-5
739,2375,-5
740,2379,-5
741,2381,-5
742,2382,-5
743,2420,-5
744,2421,-5
745,2445,-5
746,2446,-5
747,2447,-5
748,2451,-5
749,2452,-5
750,2453,-5
751,2454,-5
752,2455,-5
753,2456,-5
754,2457,-5
755,2458,-5
756,2459,-5
757,2460,-5
758,2461,-5
759,2462,-5
760,2464,-5
761,2465,-5
762,2466,-5
763,2467,-5
764,2468,-5
765,2471,-5
766,2472,-5
767,2474,-5
768,2475,-5
769,2476,-5
770,2477,-5
771,2478,-5
772,2479,-5
773,2481,-5
774,2482,-5
775,2492,-5
776,2493,-5
777,2494,-5
778,2495,-5
779,2532,-5
780,2534,-5
781,2535,-5
782,2536,-5
783,2537,-5
784,2538,-5
785,2539,-5
786,2540,-5
787,2541,-5
788,2542,-5
789,2543,-5
790,2552,-5
791,2553,-5
792,2554,-5
793,2556,-5
794,2557,-5
795,2558,-5
796,2559,-5
797,2561,-5
798,2562,-5
799,2563,-5
800,2564,-5
801,2565,-5
802,2568,-5
803,2571,-5
804,2573,-5
805,2574,-5
806,2575,-5
807,2576,-5
808,2584,-5
809,2601,-5
810,2630,-5
811,2631,-5
812,2632,-5
813,2633,-5
814,2634,-5
815,2635,-5
816,2636,-5
817,2637,-5
818,2638,-5
819,2639,-5
820,2641,-5
821,2642,-5
822,2643,-5
823,2644,-5
824,2645,-5
825,2646,-5
826,2647,-5
827,2648,-5
828,2649,-5
829,2650,-5
830,2651,-5
831,2652,-5
832,2653,-5
833,2655,-5
834,2657,-5
835,2659,-5
836,2660,-5
837,2661,-5
838,2662,-5
839,2663,-5
840,2664,-5
841,2666,-5
842,2667,-5
843,2668,-5
844,2669,-5
845,2670,-5
846,2671,-5
847,2672,-5
848,2673,-5
849,2675,-5
850,2702,-5
851,2703,-5
852,2712,-5
853,2713,-5
854,2714,-5
855,2715,-5
856,2717,-5
857,2718,-5
858,2719,-5
859,2720,-5
860,2721,-5
861,2722,-5
862,2723,-5
863,2724,-5
864,2725,-5
865,2726,-5
866,2738,-5
867,2739,-5
868,2740,-5
869,2741,-5
870,2742,-5
871,2743,-5
872,2744,-5
873,2745,-5
874,2746,-5
875,2747,-5
876,2748,-5
877,2760,-5
878,2761,-5
879,2762,-5
880,2763,-5
881,2764,-5
882,2766,-5
883,2767,-5
884,2768,-5
885,2769,-5
886,2770,-5
887,2771,-5
888,2777,-5
889,2779,-5
890,2780,-5
891,2783,-5
892,2790,-5
893,2791,-5
894,2801,-5
895,2802,-5
896,2804,-5
897,2806,-5
898,2807,-5
899,2808,-5
900,2809,-5
901,2812,-5
902,2813,-5
903,2814,-5
904,2815,-5
905,2816,-5
906,2817,-5
907,2818,-5
908,2822,-5
909,2823,-5
910,2824,-5
911,2825,-5
912,2826,-5
913,2827,-5
914,2828,-5
915,2829,-5
916,2830,-5
917,2831,-5
918,2832,-5
919,2833,-5
920,2835,-5
921,2836,-5
922,2837,-5
923,2838,-5
924,2839,-5
925,2840,-5
926,2841,-5
927,2842,-5
928,2852,-5
929,2854,-5
930,2857,-5
931,2858,-5
932,2859,-5
933,2860,-5
934,2861,-5
935,2862,-5
936,2863,-5
937,2864,-5
938,2865,-5
939,2871,-5
940,2872,-5
941,2873,-5
942,2874,-5
943,2875,-5
944,2876,-5
945,2877,-5
946,2878,-5
947,2879,-5
948,2880,-5
949,2881,-5
950,2882,-5
951,2883,-5
952,2885,-5
953,2886,-5
954,2887,-5
955,2888,-5
956,2889,-5
957,2891,-5
958,2892,-5
959,2893,-5
960,2894,-5
961,2895,-5
962,2896,-5
963,2898,-5
964,2901,-5
965,2902,-5
966,2903,-5
967,2904,-5
968,2905,-5
969,2906,-5
970,2907,-5
971,2908,-5
972,2909,-5
973,2910,-5
974,2911,-5
975,2912,-5
976,2914,-5
977,2915,-5
978,2916,-5
979,2917,-5
980,2918,-5
981,2919,-5
982,2920,-5
983,2921,-5
984,2940,-5
985,3031,-5
986,3032,-5
987,3033,-5
988,3034,-5
989,3036,-5
990,3037,-5
991,3038,-5
992,3040,-5
993,3041,-5
994,3042,-5
995,3043,-5
996,3044,-5
997,3045,-5
998,3046,-5
999,3047,-5
1000,3048,-5
1001,3049,-5
1002,3051,-5
1003,3052,-5
1004,3053,-5
1005,3054,-5
1006,3055,-5
1007,3057,-5
1008,3060,-5
1009,3061,-5
1010,3062,-5
1011,3063,-5
1012,3064,-5
1013,3070,-5
1014,3071,-5
1015,3073,-5
1016,3076,-5
1017,3077,-5
1018,3079,-5
1019,3082,-5
1020,3084,-5
1021,3086,-5
1022,3087,-5
1023,3101,-5
1024,3102,-5
1025,3103,-5
1026,3104,-5
1027,3105,-5
1028,3106,-5
1029,3107,-5
1030,3108,-5
1031,3109,-5
1032,3110,-5
1033,3111,-5
1034,3215,-5
1035,3216,-5
1036,3217,-5
1037,3218,-5
1038,3220,-5
1039,3221,-5
1040,3222,-5
1041,3223,-5
1042,3224,-5
1043,3225,-5
1044,3226,-5
1045,3227,-5
1046,3229,-5
1047,3230,-5
1048,3231,-5
1049,3233,-5
1050,3234,-5
1051,3235,-5
1052,3237,-5
1053,3238,-5
1054,3240,-5
1055,3241,-5
1056,3242,-5
1057,3243,-5
1058,3244,-5
1059,3245,-5
1060,3246,-5
1061,3247,-5
1062,3249,-5
1063,3251,-5
1064,3252,-5
1065,3253,-5
1066,3254,-5
1067,3255,-5
1068,3256,-5
1069,3257,-5
1070,3258,-5
1071,3259,-5
1072,3260,-5
1073,3261,-5
1074,3262,-5
1075,3263,-5
1076,3264,-5
1077,3266,-5
1078,3268,-5
1079,3269,-5
1080,3272,-5
1081,3273,-5
1082,3274,-5
1083,3275,-5
1084,3276,-5
1085,3278,-5
1086,3279,-5
1087,3280,-5
1088,3281,-5
1089,3282,-5
1090,3284,-5
1091,3285,-5
1092,3287,-5
1093,3289,-5
1094,3290,-5
1095,3291,-5
1096,3293,-5
1097,3298,-5
1098,3299,-5
1099,3301,-5
1100,3302,-5
1101,3303,-5
1102,3304,-5
1103,3305,-5
1104,3307,-5
1105,3431,-5
1106,3435,-5
1107,3440,-5
1108,3441,-5
1109,3442,-5
1110,3443,-5
1111,3444,-5
1112,3445,-5
1113,3446,-5
1114,3447,-5
1115,3448,-5
1116,3449,-5
1117,3450,-5
1118,3451,-5
1119,3452,-5
1120,3455,-5
1121,3456,-5
1122,3457,-5
1123,3458,-5
1124,3461,-5
1125,3462,-5
1126,3464,-5
1127,3465,-5
1128,3466,-5
1129,3467,-5
1130,3468,-5
1131,3469,-5
1132,3470,-5
1133,3561,-5
1134,3570,-5
1135,3574,-5
1136,3575,-5
1137,3576,-5
1138,3579,-5
1139,3580,-5
1140,3581,-5
1141,3582,-5
1142,3583,-5
1143,3584,-5
1144,3585,-5
1145,3586,-5
1146,3588,-5
1147,3589,-5
1148,3590,-5
1149,3592,-5
1150,3593,-5
1151,3595,-5
1152,3597,-5
1153,3598,-5
1154,3601,-5
1155,3602,-5
1156,3603,-5
1157,3604,-5
1158,3605,-5
1159,3607,-5
1160,3608,-5
1161,3609,-5
1162,3740,-5
1163,3741,-5
1164,3743,-5
1165,3745,-5
1166,3746,-5
1167,3748,-5
1168,3749,-5
1169,3750,-5
1170,3751,-5
1171,3752,-5
1172,3753,-5
1173,3754,-5
1174,3755,-5
1175,3756,-5
1176,3765,-5
1177,3766,-5
1178,3768,-5
1179,3769,-5
1180,3770,-5
1181,3771,-5
1182,3773,-5
1183,3774,-5
1184,3777,-5
1185,3779,-5
1186,3780,-5
1187,3781,-5
1188,3782,-5
1189,3784,-5
1190,3785,-5
1191,3801,-5
1192,3802,-5
1193,3803,-5
1194,3804,-5
1195,3805,-5
1196,3809,-5
1197,3810,-5
1198,3811,-5
1199,3812,-5
1200,3813,-5
1201,3814,-5
1202,3815,-5
1203,3816,-5
1204,3817,-5
1205,3818,-5
1206,3819,-5
1207,3820,-5
1208,3821,-5
1209,3822,-5
1210,3823,-5
1211,3824,-5
1212,3825,-5
1213,3826,-5
1214,3827,-5
1215,3830,-5
1216,3832,-5
1217,3833,-5
1218,3835,-5
1219,3836,-5
1220,3837,-5
1221,3838,-5
1222,3839,-5
1223,3840,-5
1224,3841,-5
1225,3842,-5
1226,3843,-5
1227,3844,-5
1228,3845,-5
1229,3846,-5
1230,3847,-5
1231,3848,-5
1232,3849,-5
1233,3850,-5
1234,3851,-5
1235,3852,-5
1236,3853,-5
1237,3854,-5
1238,3855,-5
1239,3856,-5
1240,3857,-5
1241,3858,-5
1242,3859,-5
1243,3860,-5
1244,3861,-5
1245,3862,-5
1246,3864,-5
1247,3865,-5
1248,3866,-5
1249,3867,-5
1250,3868,-5
1251,3869,-5
1252,3870,-5
1253,3871,-5
1254,3872,-5
1255,3873,-5
1256,3874,-5
1257,3875,-5
1258,3878,-5
1259,3882,-5
1260,3883,-5
1261,3884,-5
1262,3885,-5
1263,3886,-5
1264,3887,-5
1265,3890,-5
1266,3894,-5
1267,3896,-5
1268,3897,-5
1269,3901,-5
1270,3902,-5
1271,3903,-5
1272,3904,-5
1273,3905,-5
1274,3906,-5
1275,3907,-5
1276,3908,-5
1277,3909,-5
1278,3910,-5
1279,3911,-5
1280,4001,-5
1281,4002,-5
1282,4003,-5
1283,4004,-5
1284,4005,-5
1285,4006,-5
1286,4007,-5
1287,4008,-5
1288,4009,-5
1289,4010,-5
1290,4011,-5
1291,4013,-5
1292,4014,-5
1293,4015,-5
1294,4016,-5
1295,4017,-5
1296,4019,-5
1297,4020,-5
1298,4021,-5
1299,4022,-5
1300,4024,-5
1301,4027,-5
1302,4028,-5
1303,4029,-5
1304,4030,-5
1305,4032,-5
1306,4033,-5
1307,4034,-5
1308,4037,-5
1309,4038,-5
1310,4039,-5
1311,4040,-5
1312,4041,-5
1313,4042,-5
1314,4043,-5
1315,4046,-5
1316,4047,-5
1317,4048,-5
1318,4049,-5
1319,4050,-5
1320,4051,-5
1321,4054,-5
1322,4055,-5
1323,4056,-5
1324,4057,-5
1325,4061,-5
1326,4062,-5
1327,4063,-5
1328,4064,-5
1329,4066,-5
1330,4068,-5
1331,4069,-5
1332,4070,-5
1333,4071,-5
1334,4072,-5
1335,4073,-5
1336,4074,-5
1337,4075,-5
1338,4076,-5
1339,4077,-5
1340,4078,-5
1341,4079,-5
1342,4082,-5
1343,4083,-5
1344,4084,-5
1345,4085,-5
1346,4086,-5
1347,4087,-5
1348,4088,-5
1349,4090,-5
1350,4091,-5
1351,4092,-5
1352,4093,-5
1353,4094,-5
1354,4095,-5
1355,4096,-5
1356,4097,-5
1357,4098,-5
1358,4101,-5
1359,4102,-5
1360,4103,-5
1361,4104,-5
1362,4105,-5
1363,4106,-5
1364,4107,-5
1365,4108,-5
1366,4109,-5
1367,4110,-5
1368,4112,-5
1369,4116,-5
1370,4122,-5
1371,4123,-5
1372,4124,-5
1373,4210,-5
1374,4211,-5
1375,4212,-5
1376,4216,-5
1377,4217,-5
1378,4219,-5
1379,4220,-5
1380,4221,-5
1381,4222,-5
1382,4223,-5
1383,4224,-5
1384,4225,-5
1385,4226,-5
1386,4227,-5
1387,4228,-5
1388,4230,-5
1389,4231,-5
1390,4234,-5
1391,4236,-5
1392,4237,-5
1393,4238,-5
1394,4239,-5
1395,4240,-5
1396,4241,-5
1397,4243,-5
1398,4250,-5
1399,4252,-5
1400,4253,-5
1401,4254,-5
1402,4255,-5
1403,4256,-5
1404,4257,-5
1405,4258,-5
1406,4259,-5
1407,4260,-5
1408,4261,-5
1409,4262,-5
1410,4263,-5
1411,4265,-5
1412,4266,-5
1413,4267,-5
1414,4268,-5
1415,4270,-5
1416,4271,-5
1417,4274,-5
1418,4275,-5
1419,4276,-5
1420,4280,-5
1421,4281,-5
1422,4282,-5
1423,4284,-5
1424,4285,-5
1425,4286,-5
1426,4287,-5
1427,4288,-5
1428,4289,-5
1429,4290,-5
1430,4291,-5
1431,4292,-5
1432,4294,-5
1433,4330,-5
1434,4332,-5
1435,4333,-5
1436,4336,-5
1437,4338,-5
1438,4341,-5
1439,4342,-5
1440,4343,-5
1441,4344,-5
1442,4345,-5
1443,4346,-5
1444,4347,-5
1445,4348,-5
1446,4349,-5
1447,4350,-5
1448,4351,-5
1449,4352,-5
1450,4353,-5
1451,4354,-5
1452,4355,-5
1453,4357,-5
1454,4358,-5
1455,4359,-5
1456,4360,-5
1457,4363,-5
1458,4364,-5
1459,4401,-5
1460,4402,-5
1461,4406,-5
1462,4408,-5
1463,4410,-5
1464,4411,-5
1465,4412,-5
1466,4413,-5
1467,4414,-5
1468,4415,-5
1469,4416,-5
1470,4417,-5
1471,4418,-5
1472,4419,-5
1473,4420,-5
1474,4421,-5
1475,4422,-5
1476,4424,-5
1477,4426,-5
1478,4427,-5
1479,4428,-5
1480,4429,-5
1481,4430,-5
1482,4431,-5
1483,4434,-5
1484,4435,-5
1485,4438,-5
1486,4441,-5
1487,4442,-5
1488,4443,-5
1489,4444,-5
1490,4448,-5
1491,4449,-5
1492,4450,-5
1493,4451,-5
1494,4453,-5
1495,4454,-5
1496,4455,-5
1497,4456,-5
1498,4457,-5
1499,4459,-5
1500,4460,-5
1501,4461,-5
1502,4462,-5
1503,4463,-5
1504,4464,-5
1505,4467,-5
1506,4468,-5
1507,4469,-5
1508,4471,-5
1509,4472,-5
1510,4473,-5
1511,4474,-5
1512,4475,-5
1513,4476,-5
1514,4478,-5
1515,4479,-5
1516,4481,-5
1517,4485,-5
1518,4487,-5
1519,4488,-5
1520,4489,-5
1521,4490,-5
1522,4491,-5
1523,4492,-5
1524,4493,-5
1525,4495,-5
1526,4496,-5
1527,4497,-5
1528,4530,-5
1529,4535,-5
1530,4537,-5
1531,4538,-5
1532,4539,-5
1533,4541,-5
1534,4543,-5
1535,4544,-5
1536,4547,-5
1537,4548,-5
1538,4549,-5
1539,4551,-5
1540,4553,-5
1541,4554,-5
1542,4555,-5
1543,4556,-5
1544,4558,-5
1545,4562,-5
1546,4563,-5
1547,4564,-5
1548,4565,-5
1549,4568,-5
1550,4570,-5
1551,4571,-5
1552,4572,-5
1553,4573,-5
1554,4574,-5
1555,4575,-5
1556,4576,-5
1557,4578,-5
1558,4579,-5
1559,4605,-5
1560,4606,-5
1561,4607,-5
1562,4609,-5
1563,4611,-5
1564,4612,-5
1565,4613,-5
1566,4614,-5
1567,4616,-5
1568,4617,-5
1569,4619,-5
1570,4622,-5
1571,4623,-5
1572,4624,-5
1573,4625,-5
1574,4626,-5
1575,4627,-5
1576,4628,-5
1577,4629,-5
1578,4630,-5
1579,4631,-5
1580,4634,-5
1581,4635,-5
1582,4637,-5
1583,4640,-5
1584,4642,-5
1585,4643,-5
1586,4644,-5
1587,4645,-5
1588,4646,-5
1589,4648,-5
1590,4649,-5
1591,4650,-5
1592,4652,-5
1593,4653,-5
1594,4654,-5
1595,4655,-5
1596,4657,-5
1597,4658,-5
1598,4660,-5
1599,4662,-5
1600,4664,-5
1601,4666,-5
1602,4667,-5
1603,4668,-5
1604,4669,-5
1605,4671,-5
1606,4672,-5
1607,4673,-5
1608,4674,-5
1609,4675,-5
1610,4676,-5
1611,4677,-5
1612,4679,-5
1613,4680,-5
1614,4681,-5
1615,4683,-5
1616,4684,-5
1617,4685,-5
1618,4686,-5
1619,4691,-5
1620,4693,-5
1621,4694,-5
1622,4730,-5
1623,4732,-5
1624,4733,-5
1625,4734,-5
1626,4735,-5
1627,4736,-5
1628,4737,-5
1629,4738,-5
1630,4739,-5
1631,4740,-5
1632,4741,-5
1633,4742,-5
1634,4743,-5
1635,4744,-5
1636,4745,-5
1637,4746,-5
1638,4747,-5
1639,4750,-5
1640,4751,-5
1641,4756,-5
1642,4757,-5
1643,4758,-5
1644,4760,-5
1645,4761,-5
1646,4762,-5
1647,4763,-5
1648,4764,-5
1649,4765,-5
1650,4766,-5
1651,4768,-5
1652,4769,-5
1653,4772,-5
1654,4773,-5
1655,4774,-5
1656,4775,-5
1657,4776,-5
1658,4777,-5
1659,4779,-5
1660,4780,-5
1661,4781,-5
1662,4783,-5
1663,4785,-5
1664,4786,-5
1665,4787,-5
1666,4841,-5
1667,4843,-5
1668,4846,-5
1669,4847,-5
1670,4848,-5
1671,4849,-5
1672,4850,-5
1673,4851,-5
1674,4852,-5
1675,4853,-5
1676,4854,-5
1677,4855,-5
1678,4856,-5
1679,4858,-5
1680,4859,-5
1681,4860,-5
1682,4861,-5
1683,4862,-5
1684,4863,-5
